LocationType,Location,TimeFrame,DataFormat,Data
County,Craven,2017,Number,1386
County,Craven,2014,Number,1500
County,Craven,2016,Number,1439
County,Craven,2012,Number,1623
County,Craven,2011,Number,1644
County,Craven,2015,Number,1454
County,Craven,2010,Number,1708
County,Craven,2009,Number,1676
County,Craven,2018,Number,1337
County,Craven,2013,Number,1504
County,Craven,2008,Number,1734
County,Craven,2007,Number,1609
County,Craven,2006,Number,1630
County,Craven,2005,Number,1527
County,Craven,2004,Number,1582
County,Craven,2003,Number,1537
County,Craven,2002,Number,1519
County,Craven,2001,Number,1575
County,Craven,2000,Number,1652
County,Craven,1999,Number,1612
County,Craven,1998,Number,1596
County,Craven,1997,Number,1620
County,Craven,1996,Number,1488
County,Craven,1995,Number,1471
County,Craven,2020,Number,1312
County,Craven,2021,Number,1235
County,Craven,2022,Number,1293
County,Craven,2023,Number,1232
County,Craven,2024,Number,1292
County,Craven,2019,Number,1319
County,Cumberland,1995,Number,5761
County,Cumberland,1996,Number,5623
County,Cumberland,1997,Number,5550
County,Cumberland,1998,Number,5619
County,Cumberland,1999,Number,5444
County,Cumberland,2000,Number,5665
County,Cumberland,2001,Number,5315
County,Cumberland,2002,Number,5433
County,Cumberland,2003,Number,5274
County,Cumberland,2004,Number,5226
County,Cumberland,2005,Number,5529
County,Cumberland,2006,Number,5586
County,Cumberland,2007,Number,5653
County,Cumberland,2008,Number,5702
County,Cumberland,2013,Number,5691
County,Cumberland,2018,Number,5402
County,Cumberland,2009,Number,6196
County,Cumberland,2010,Number,5837
County,Cumberland,2015,Number,5413
County,Cumberland,2011,Number,6071
County,Cumberland,2012,Number,5534
County,Cumberland,2016,Number,5446
County,Cumberland,2014,Number,5700
County,Cumberland,2017,Number,5506
County,Cumberland,2020,Number,5120
County,Cumberland,2021,Number,5239
County,Cumberland,2022,Number,5282
County,Cumberland,2023,Number,5088
County,Cumberland,2024,Number,5052
County,Cumberland,2019,Number,5462
County,Currituck,2017,Number,257
County,Currituck,2014,Number,260
County,Currituck,2016,Number,262
County,Currituck,2012,Number,209
County,Currituck,2011,Number,232
County,Currituck,2015,Number,260
County,Currituck,2010,Number,243
County,Currituck,2009,Number,228
County,Currituck,2018,Number,263
County,Currituck,2013,Number,256
County,Currituck,2008,Number,220
County,Currituck,2007,Number,269
County,Currituck,2006,Number,242
County,Currituck,2005,Number,256
County,Currituck,2004,Number,265
County,Currituck,2003,Number,232
County,Currituck,2002,Number,211
County,Currituck,2001,Number,211
County,Currituck,2000,Number,236
County,Currituck,1999,Number,205
County,Currituck,1998,Number,187
County,Currituck,1997,Number,160
County,Currituck,1996,Number,186
County,Currituck,1995,Number,165
County,Currituck,2020,Number,291
County,Currituck,2021,Number,340
County,Currituck,2022,Number,338
County,Currituck,2023,Number,303
County,Currituck,2024,Number,94
County,Currituck,2019,Number,259
County,Dare,1995,Number,323
County,Dare,1996,Number,282
County,Dare,1997,Number,302
County,Dare,1998,Number,312
County,Dare,1999,Number,318
County,Dare,2000,Number,350
County,Dare,2001,Number,354
County,Dare,2002,Number,354
County,Dare,2003,Number,429
County,Dare,2004,Number,489
County,Dare,2005,Number,460
County,Dare,2006,Number,468
County,Dare,2007,Number,406
County,Dare,2008,Number,419
County,Dare,2013,Number,339
County,Dare,2018,Number,318
County,Dare,2009,Number,383
County,Dare,2010,Number,375
County,Dare,2015,Number,348
County,Dare,2011,Number,366
County,Dare,2012,Number,392
County,Dare,2016,Number,319
County,Dare,2014,Number,351
County,Dare,2017,Number,344
County,Dare,2020,Number,339
County,Dare,2021,Number,295
County,Dare,2022,Number,284
County,Dare,2023,Number,290
County,Dare,2024,Number,240
County,Dare,2019,Number,310
County,Davidson,2017,Number,1762
County,Davidson,2014,Number,1756
County,Davidson,2016,Number,1771
County,Davidson,2012,Number,1666
County,Davidson,2011,Number,1747
County,Davidson,2015,Number,1749
County,Davidson,2010,Number,1729
County,Davidson,2009,Number,1887
County,Davidson,2018,Number,1751
County,Davidson,2013,Number,1725
County,Davidson,2008,Number,1997
County,Davidson,2007,Number,1915
County,Davidson,2006,Number,1921
County,Davidson,2005,Number,1921
County,Davidson,2004,Number,1883
County,Davidson,2003,Number,1940
County,Davidson,2002,Number,1903
County,Davidson,2001,Number,1927
County,Davidson,2000,Number,1973
County,Davidson,1999,Number,1885
County,Davidson,1998,Number,1843
County,Davidson,1997,Number,1736
County,Davidson,1996,Number,1847
County,Davidson,1995,Number,1728
County,Davidson,2020,Number,1699
County,Davidson,2021,Number,1792
County,Davidson,2022,Number,1752
County,Davidson,2023,Number,1802
County,Davidson,2024,Number,1823
County,Davidson,2019,Number,1775
County,Davie,1995,Number,370
County,Davie,1996,Number,337
County,Davie,1997,Number,382
County,Davie,1998,Number,405
County,Davie,1999,Number,420
County,Davie,2000,Number,482
County,Davie,2001,Number,452
County,Davie,2002,Number,431
County,Davie,2003,Number,411
County,Davie,2004,Number,419
County,Davie,2005,Number,462
County,Davie,2006,Number,471
County,Davie,2007,Number,430
County,Davie,2008,Number,454
County,Davie,2013,Number,367
County,Davie,2018,Number,398
County,Davie,2009,Number,466
County,Davie,2010,Number,382
County,Davie,2015,Number,388
County,Davie,2011,Number,378
County,Davie,2012,Number,410
County,Davie,2016,Number,420
County,Davie,2014,Number,361
County,Davie,2017,Number,369
County,Davie,2020,Number,388
County,Davie,2021,Number,412
County,Davie,2022,Number,420
County,Davie,2023,Number,377
County,Davie,2024,Number,442
County,Davie,2019,Number,402
County,Duplin,2017,Number,653
County,Duplin,2014,Number,772
County,Duplin,2016,Number,706
County,Duplin,2012,Number,746
County,Duplin,2011,Number,803
County,Duplin,2015,Number,748
County,Duplin,2010,Number,782
County,Duplin,2009,Number,821
County,Duplin,2018,Number,707
County,Duplin,2013,Number,747
County,Duplin,2008,Number,808
County,Duplin,2007,Number,847
County,Duplin,2006,Number,832
County,Duplin,2005,Number,836
County,Duplin,2004,Number,795
County,Duplin,2003,Number,728
County,Duplin,2002,Number,802
County,Duplin,2001,Number,787
County,Duplin,2000,Number,832
County,Duplin,1999,Number,758
County,Duplin,1998,Number,750
County,Duplin,1997,Number,759
County,Duplin,1996,Number,712
County,Duplin,1995,Number,667
County,Duplin,2020,Number,699
County,Duplin,2021,Number,725
County,Duplin,2022,Number,715
County,Duplin,2023,Number,709
County,Duplin,2024,Number,709
County,Duplin,2019,Number,718
County,Durham,1995,Number,2957
County,Durham,1996,Number,3020
County,Durham,1997,Number,3235
County,Durham,1998,Number,3288
County,Durham,1999,Number,3511
County,Durham,2000,Number,3768
County,Durham,2001,Number,3832
County,Durham,2002,Number,3901
County,Durham,2003,Number,3867
County,Durham,2004,Number,3841
County,Durham,2005,Number,4059
County,Durham,2006,Number,4194
County,Durham,2007,Number,4375
County,Durham,2008,Number,4624
County,Durham,2013,Number,4192
County,Durham,2018,Number,4151
County,Durham,2009,Number,4423
County,Durham,2010,Number,4257
County,Durham,2015,Number,4231
County,Durham,2011,Number,4231
County,Durham,2012,Number,4321
County,Durham,2016,Number,4346
County,Durham,2014,Number,4503
County,Durham,2017,Number,4182
County,Durham,2020,Number,4012
County,Durham,2021,Number,4245
County,Durham,2022,Number,4082
County,Durham,2023,Number,4068
County,Durham,2024,Number,4185
County,Durham,2019,Number,4158
County,Edgecombe,2017,Number,631
County,Edgecombe,2014,Number,601
County,Edgecombe,2016,Number,567
County,Edgecombe,2012,Number,676
County,Edgecombe,2011,Number,655
County,Edgecombe,2015,Number,638
County,Edgecombe,2010,Number,741
County,Edgecombe,2009,Number,704
County,Edgecombe,2018,Number,593
County,Edgecombe,2013,Number,632
County,Edgecombe,2008,Number,786
County,Edgecombe,2007,Number,836
County,Edgecombe,2006,Number,699
County,Edgecombe,2005,Number,719
County,Edgecombe,2004,Number,784
County,Edgecombe,2003,Number,710
County,Edgecombe,2002,Number,747
County,Edgecombe,2001,Number,808
County,Edgecombe,2000,Number,856
County,Edgecombe,1999,Number,814
County,Edgecombe,1998,Number,823
County,Edgecombe,1997,Number,817
County,Edgecombe,1996,Number,849
County,Edgecombe,1995,Number,882
County,Edgecombe,2020,Number,593
County,Edgecombe,2021,Number,610
County,Edgecombe,2022,Number,571
County,Edgecombe,2023,Number,560
County,Edgecombe,2024,Number,575
County,Edgecombe,2019,Number,572
County,Forsyth,1995,Number,4104
County,Forsyth,1996,Number,3999
County,Forsyth,1997,Number,4278
County,Forsyth,1998,Number,4336
County,Forsyth,1999,Number,4469
County,Forsyth,2000,Number,4588
County,Forsyth,2001,Number,4644
County,Forsyth,2002,Number,4520
County,Forsyth,2003,Number,4628
County,Forsyth,2004,Number,4597
County,Forsyth,2005,Number,4726
County,Forsyth,2006,Number,4996
County,Forsyth,2007,Number,5134
County,Forsyth,2008,Number,5096
County,Forsyth,2013,Number,4522
County,Forsyth,2018,Number,4330
County,Forsyth,2009,Number,4834
County,Forsyth,2010,Number,4693
County,Forsyth,2015,Number,4340
County,Forsyth,2011,Number,4581
County,Forsyth,2012,Number,4624
County,Forsyth,2016,Number,4495
County,Forsyth,2014,Number,4548
County,Forsyth,2017,Number,4372
County,Forsyth,2020,Number,4290
County,Forsyth,2021,Number,4437
County,Forsyth,2022,Number,4554
County,Forsyth,2023,Number,4385
County,Forsyth,2024,Number,4481
County,Forsyth,2019,Number,4410
County,Franklin,2017,Number,719
County,Franklin,2014,Number,664
County,Franklin,2016,Number,683
County,Franklin,2012,Number,672
County,Franklin,2011,Number,655
County,Franklin,2015,Number,725
County,Franklin,2010,Number,685
County,Franklin,2009,Number,646
County,Franklin,2018,Number,697
County,Franklin,2013,Number,674
County,Franklin,2008,Number,781
County,Franklin,2007,Number,699
County,Franklin,2006,Number,745
County,Franklin,2005,Number,702
County,Franklin,2004,Number,713
County,Franklin,2003,Number,637
County,Franklin,2002,Number,673
County,Franklin,2001,Number,639
County,Franklin,2000,Number,676
County,Franklin,1999,Number,602
County,Franklin,1998,Number,581
County,Franklin,1997,Number,577
County,Franklin,1996,Number,547
County,Franklin,1995,Number,533
County,Franklin,2020,Number,755
County,Franklin,2021,Number,809
County,Franklin,2022,Number,881
County,Franklin,2023,Number,921
County,Franklin,2024,Number,941
County,Franklin,2019,Number,770
County,Gaston,1995,Number,2360
County,Gaston,1996,Number,2534
County,Gaston,1997,Number,2607
County,Gaston,1998,Number,2532
County,Gaston,1999,Number,2691
County,Gaston,2000,Number,2733
County,Gaston,2001,Number,2563
County,Gaston,2002,Number,2586
County,Gaston,2003,Number,2474
County,Gaston,2004,Number,2582
County,Gaston,2005,Number,2562
County,Gaston,2006,Number,2793
County,Gaston,2007,Number,2851
County,Gaston,2008,Number,2722
County,Gaston,2013,Number,2450
County,Gaston,2018,Number,2526
County,Gaston,2009,Number,2728
County,Gaston,2010,Number,2602
County,Gaston,2015,Number,2525
County,Gaston,2011,Number,2567
County,Gaston,2012,Number,2511
County,Gaston,2016,Number,2524
County,Gaston,2014,Number,2533
County,Gaston,2017,Number,2588
County,Gaston,2020,Number,2547
County,Gaston,2021,Number,2684
County,Gaston,2022,Number,2778
County,Gaston,2023,Number,2858
County,Gaston,2024,Number,2839
County,Gaston,2019,Number,2599
County,Gates,2017,Number,100
County,Gates,2014,Number,104
County,Gates,2016,Number,111
County,Gates,2012,Number,132
County,Gates,2011,Number,97
County,Gates,2015,Number,109
County,Gates,2010,Number,115
County,Gates,2009,Number,97
County,Gates,2018,Number,94
County,Gates,2013,Number,90
County,Gates,2008,Number,123
County,Gates,2007,Number,121
County,Gates,2006,Number,135
County,Gates,2005,Number,127
County,Gates,2004,Number,113
County,Gates,2003,Number,105
County,Gates,2002,Number,111
County,Gates,2001,Number,118
County,Gates,2000,Number,106
County,Gates,1999,Number,96
County,Gates,1998,Number,111
County,Gates,1997,Number,120
County,Gates,1996,Number,83
County,Gates,1995,Number,110
County,Gates,2020,Number,97
County,Gates,2021,Number,96
County,Gates,2022,Number,94
County,Gates,2023,Number,83
County,Gates,2024,Number,28
County,Gates,2019,Number,97
County,Graham,1995,Number,
County,Graham,1996,Number,84
County,Graham,1997,Number,95
County,Graham,1998,Number,89
County,Graham,1999,Number,111
County,Graham,2000,Number,108
County,Graham,2001,Number,87
County,Graham,2002,Number,99
County,Graham,2003,Number,110
County,Graham,2004,Number,91
County,Graham,2005,Number,108
County,Graham,2006,Number,105
County,Graham,2007,Number,99
County,Graham,2008,Number,100
County,Graham,2013,Number,90
County,Graham,2018,Number,78
County,Graham,2009,Number,82
County,Graham,2010,Number,92
County,Graham,2015,Number,77
County,Graham,2011,Number,93
County,Graham,2012,Number,96
County,Graham,2016,Number,84
County,Graham,2014,Number,90
County,Graham,2017,Number,78
County,Graham,2020,Number,77
County,Graham,2021,Number,91
County,Graham,2022,Number,93
County,Graham,2023,Number,87
County,Graham,2024,Number,53
County,Graham,2019,Number,97
County,Granville,2017,Number,599
County,Granville,2014,Number,550
County,Granville,2016,Number,570
County,Granville,2012,Number,561
County,Granville,2011,Number,555
County,Granville,2015,Number,581
County,Granville,2010,Number,623
County,Granville,2009,Number,637
County,Granville,2018,Number,590
County,Granville,2013,Number,526
County,Granville,2008,Number,620
County,Granville,2007,Number,629
County,Granville,2006,Number,657
County,Granville,2005,Number,632
County,Granville,2004,Number,616
County,Granville,2003,Number,631
County,Granville,2002,Number,559
County,Granville,2001,Number,626
County,Granville,2000,Number,599
County,Granville,1999,Number,583
County,Granville,1998,Number,594
County,Granville,1997,Number,562
County,Granville,1996,Number,535
County,Granville,1995,Number,536
County,Granville,2020,Number,573
County,Granville,2021,Number,655
County,Granville,2022,Number,626
County,Granville,2023,Number,586
County,Granville,2024,Number,620
County,Granville,2019,Number,568
County,Greene,1995,Number,191
County,Greene,1996,Number,235
County,Greene,1997,Number,233
County,Greene,1998,Number,298
County,Greene,1999,Number,237
County,Greene,2000,Number,259
County,Greene,2001,Number,238
County,Greene,2002,Number,238
County,Greene,2003,Number,240
County,Greene,2004,Number,264
County,Greene,2005,Number,269
County,Greene,2006,Number,243
County,Greene,2007,Number,261
County,Greene,2008,Number,223
County,Greene,2013,Number,205
County,Greene,2018,Number,206
County,Greene,2009,Number,261
County,Greene,2010,Number,249
County,Greene,2015,Number,203
County,Greene,2011,Number,235
County,Greene,2012,Number,218
County,Greene,2016,Number,207
County,Greene,2014,Number,216
County,Greene,2017,Number,205
County,Greene,2020,Number,209
County,Greene,2021,Number,193
County,Greene,2022,Number,202
County,Greene,2023,Number,206
County,Greene,2024,Number,198
County,Greene,2019,Number,225
County,Guilford,2017,Number,6218
County,Guilford,2014,Number,6085
County,Guilford,2016,Number,6258
County,Guilford,2012,Number,6164
County,Guilford,2011,Number,6049
County,Guilford,2015,Number,6095
County,Guilford,2010,Number,6003
County,Guilford,2009,Number,6150
County,Guilford,2018,Number,6115
County,Guilford,2013,Number,6169
County,Guilford,2008,Number,6381
County,Guilford,2007,Number,6296
County,Guilford,2006,Number,6119
County,Guilford,2005,Number,6000
County,Guilford,2004,Number,5861
County,Guilford,2003,Number,5885
County,Guilford,2002,Number,5831
County,Guilford,2001,Number,5918
County,Guilford,2000,Number,6095
County,Guilford,1999,Number,5724
County,Guilford,1998,Number,5607
County,Guilford,1997,Number,5319
County,Guilford,1996,Number,5229
County,Guilford,1995,Number,5196
County,Guilford,2020,Number,5927
County,Guilford,2021,Number,5794
County,Guilford,2022,Number,5883
County,Guilford,2023,Number,5757
County,Guilford,2024,Number,5611
County,Guilford,2019,Number,6045
County,Halifax,1995,Number,802
County,Halifax,1996,Number,735
County,Halifax,1997,Number,771
County,Halifax,1998,Number,738
County,Halifax,1999,Number,735
County,Halifax,2000,Number,797
County,Halifax,2001,Number,765
County,Halifax,2002,Number,753
County,Halifax,2003,Number,739
County,Halifax,2004,Number,723
County,Halifax,2005,Number,692
County,Halifax,2006,Number,698
County,Halifax,2007,Number,729
County,Halifax,2008,Number,668
County,Halifax,2013,Number,558
County,Halifax,2018,Number,537
County,Halifax,2009,Number,653
County,Halifax,2010,Number,631
County,Halifax,2015,Number,574
County,Halifax,2011,Number,576
County,Halifax,2012,Number,586
County,Halifax,2016,Number,559
County,Halifax,2014,Number,593
County,Halifax,2017,Number,593
County,Halifax,2020,Number,526
County,Halifax,2021,Number,541
County,Halifax,2022,Number,509
County,Halifax,2023,Number,469
County,Halifax,2024,Number,506
County,Halifax,2019,Number,537
County,Harnett,2017,Number,1886
County,Harnett,2014,Number,1985
County,Harnett,2016,Number,1861
County,Harnett,2012,Number,1771
County,Harnett,2011,Number,1762
County,Harnett,2015,Number,1800
County,Harnett,2010,Number,1761
County,Harnett,2009,Number,1730
County,Harnett,2018,Number,1845
County,Harnett,2013,Number,1856
County,Harnett,2008,Number,1642
County,Harnett,2007,Number,1616
County,Harnett,2006,Number,1574
County,Harnett,2005,Number,1482
County,Harnett,2004,Number,1455
County,Harnett,2003,Number,1410
County,Harnett,2002,Number,1423
County,Harnett,2001,Number,1504
County,Harnett,2000,Number,1433
County,Harnett,1999,Number,1414
County,Harnett,1998,Number,1388
County,Harnett,1997,Number,1375
County,Harnett,1996,Number,1375
County,Harnett,1995,Number,1250
County,Harnett,2020,Number,1867
County,Harnett,2021,Number,1872
County,Harnett,2022,Number,1829
County,Harnett,2023,Number,1913
County,Harnett,2024,Number,1946
County,Harnett,2019,Number,1860
County,Haywood,1995,Number,541
County,Haywood,1996,Number,511
County,Haywood,1997,Number,555
County,Haywood,1998,Number,524
County,Haywood,1999,Number,553
County,Haywood,2000,Number,563
County,Haywood,2001,Number,541
County,Haywood,2002,Number,574
County,Haywood,2003,Number,593
County,Haywood,2004,Number,530
County,Haywood,2005,Number,586
County,Haywood,2006,Number,562
County,Haywood,2007,Number,598
County,Haywood,2008,Number,588
County,Haywood,2013,Number,545
County,Haywood,2018,Number,541
County,Haywood,2009,Number,586
County,Haywood,2010,Number,525
County,Haywood,2015,Number,597
County,Haywood,2011,Number,570
County,Haywood,2012,Number,551
County,Haywood,2016,Number,616
County,Haywood,2014,Number,562
County,Haywood,2017,Number,617
County,Haywood,2020,Number,520
County,Haywood,2021,Number,521
County,Haywood,2022,Number,522
County,Haywood,2023,Number,533
County,Haywood,2024,Number,532
County,Haywood,2019,Number,525
County,Henderson,2017,Number,1040
County,Henderson,2014,Number,1110
County,Henderson,2016,Number,1089
County,Henderson,2012,Number,1053
County,Henderson,2011,Number,1068
County,Henderson,2015,Number,1069
County,Henderson,2010,Number,1071
County,Henderson,2009,Number,1183
County,Henderson,2018,Number,1093
County,Henderson,2013,Number,1044
County,Henderson,2008,Number,1237
County,Henderson,2007,Number,1248
County,Henderson,2006,Number,1226
County,Henderson,2005,Number,1189
County,Henderson,2004,Number,1118
County,Henderson,2003,Number,1137
County,Henderson,2002,Number,1075
County,Henderson,2001,Number,1112
County,Henderson,2000,Number,1033
County,Henderson,1999,Number,1042
County,Henderson,1998,Number,1000
County,Henderson,1997,Number,925
County,Henderson,1996,Number,876
County,Henderson,1995,Number,727
County,Henderson,2020,Number,1004
County,Henderson,2021,Number,998
County,Henderson,2022,Number,1050
County,Henderson,2023,Number,1009
County,Henderson,2024,Number,967
County,Henderson,2019,Number,1022
County,Hertford,1995,Number,315
County,Hertford,1996,Number,281
County,Hertford,1997,Number,241
County,Hertford,1998,Number,290
County,Hertford,1999,Number,304
County,Hertford,2000,Number,280
County,Hertford,2001,Number,274
County,Hertford,2002,Number,279
County,Hertford,2003,Number,295
County,Hertford,2004,Number,311
County,Hertford,2005,Number,325
County,Hertford,2006,Number,305
County,Hertford,2007,Number,293
County,Hertford,2008,Number,334
County,Hertford,2013,Number,241
County,Hertford,2018,Number,230
County,Hertford,2009,Number,300
County,Hertford,2010,Number,253
County,Hertford,2015,Number,239
County,Hertford,2011,Number,245
County,Hertford,2012,Number,232
County,Hertford,2016,Number,223
County,Hertford,2014,Number,223
County,Hertford,2017,Number,230
County,Hertford,2020,Number,208
County,Hertford,2021,Number,173
County,Hertford,2022,Number,198
County,Hertford,2023,Number,187
County,Hertford,2024,Number,160
County,Hertford,2019,Number,195
County,Hoke,2017,Number,880
County,Hoke,2014,Number,948
County,Hoke,2016,Number,935
County,Hoke,2012,Number,932
County,Hoke,2011,Number,1008
County,Hoke,2015,Number,956
County,Hoke,2010,Number,930
County,Hoke,2009,Number,931
County,Hoke,2018,Number,846
County,Hoke,2013,Number,899
County,Hoke,2008,Number,876
County,Hoke,2007,Number,795
County,Hoke,2006,Number,876
County,Hoke,2005,Number,764
County,Hoke,2004,Number,708
County,Hoke,2003,Number,709
County,Hoke,2002,Number,669
County,Hoke,2001,Number,671
County,Hoke,2000,Number,667
County,Hoke,1999,Number,662
County,Hoke,1998,Number,645
County,Hoke,1997,Number,530
County,Hoke,1996,Number,547
County,Hoke,1995,Number,503
County,Hoke,2020,Number,838
County,Hoke,2021,Number,965
County,Hoke,2022,Number,899
County,Hoke,2023,Number,807
County,Hoke,2024,Number,813
County,Hoke,2019,Number,867
County,Hyde,1995,Number,63
County,Hyde,1996,Number,57
County,Hyde,1997,Number,43
County,Hyde,1998,Number,64
County,Hyde,1999,Number,45
County,Hyde,2000,Number,62
County,Hyde,2001,Number,57
County,Hyde,2002,Number,60
County,Hyde,2003,Number,56
County,Hyde,2004,Number,56
County,Hyde,2005,Number,60
County,Hyde,2006,Number,73
County,Hyde,2007,Number,52
County,Hyde,2008,Number,53
County,Hyde,2013,Number,58
County,Hyde,2018,Number,35
County,Hyde,2009,Number,42
County,Hyde,2010,Number,61
County,Hyde,2015,Number,49
County,Hyde,2011,Number,52
County,Hyde,2012,Number,49
County,Hyde,2016,Number,39
County,Hyde,2014,Number,37
County,Hyde,2017,Number,34
County,Hyde,2020,Number,37
County,Hyde,2021,Number,37
County,Hyde,2022,Number,32
County,Hyde,2023,Number,37
County,Hyde,2024,Number,20
County,Hyde,2019,Number,37
County,Iredell,2017,Number,1857
County,Iredell,2014,Number,1771
County,Iredell,2016,Number,1924
County,Iredell,2012,Number,1727
County,Iredell,2011,Number,1747
County,Iredell,2015,Number,1935
County,Iredell,2010,Number,1830
County,Iredell,2009,Number,1906
County,Iredell,2018,Number,1891
County,Iredell,2013,Number,1752
County,Iredell,2008,Number,1980
County,Iredell,2007,Number,2004
County,Iredell,2006,Number,1995
County,Iredell,2005,Number,2000
County,Iredell,2004,Number,1734
County,Iredell,2003,Number,1832
County,Iredell,2002,Number,1809
County,Iredell,2001,Number,1875
County,Iredell,2000,Number,1850
County,Iredell,1999,Number,1674
County,Iredell,1998,Number,1643
County,Iredell,1997,Number,1556
County,Iredell,1996,Number,1440
County,Iredell,1995,Number,1429
County,Iredell,2020,Number,1898
County,Iredell,2021,Number,1933
County,Iredell,2022,Number,2097
County,Iredell,2023,Number,2016
County,Iredell,2024,Number,2181
County,Iredell,2019,Number,1884
County,Jackson,1995,Number,307
County,Jackson,1996,Number,318
County,Jackson,1997,Number,312
County,Jackson,1998,Number,333
County,Jackson,1999,Number,353
County,Jackson,2000,Number,367
County,Jackson,2001,Number,368
County,Jackson,2002,Number,358
County,Jackson,2003,Number,360
County,Jackson,2004,Number,345
